author,text,date_posted,rating,review_id,bug_detected,feature_request
Low Cheng kok,the energy beam is so cool.,06-07-2024 08:10,5,688ea181-48d6-47e6-949a-b1909d55f01a,FALSE,FALSE
vignesh rajulu,nice except for the speed,22-06-2024 14:53,4,daec813f-d282-485b-930f-b3f8d5380703,FALSE,FALSE
Sigmond Henderson,fun game. hard at first though,27-07-2024 23:01,5,62897811-08b7-4b8a-a023-8544ecf8b031,FALSE,FALSE
Craig Thomson,excellent gameplay gives me the retro vibes again,24-05-2024 23:27,5,a0921af3-4e56-40df-8a90-25df32e6ad8d,FALSE,FALSE
Jose Rubio,the game has potential and it's fun,02-07-2024 00:26,5,d2d8016a-b34d-4c3f-a389-f3576c26831c,FALSE,FALSE
Michael Rogers,stages become to difficult to fast,04-06-2024 14:25,4,b17c6f4f-c42c-4e8c-8235-e68306dd9bd2,FALSE,FALSE
paul haworth,rather addictive once you power up a little,01-06-2024 22:22,5,e5ac620a-974a-4681-a610-4b6107789261,FALSE,FALSE
Zelenco Sergiu,video play never works,25-05-2024 23:12,1,70f70c12-4bb5-493e-83f0-7234293aaf31,FALSE,FALSE
Casey Dunno,fun to play even at work,20-06-2024 05:06,5,dd681604-369b-495a-a6dd-a3be92d6b1d3,FALSE,FALSE
Brandon McCarthy,game is a little slow playing on zfold,15-06-2024 20:27,4,f76ee50d-5bf8-48a5-bf39-caf96d1b7662,FALSE,FALSE
Ian Souster,great fun game but sometimes lags,15-05-2024 22:20,5,63e7f3ec-4471-4608-9b68-0ddc76bcde8c,FALSE,FALSE
Rohit Khare,"awesome game, and engaging gameplay",23-07-2024 08:20,5,07df6cc9-50f2-4a93-88ea-fa0671c5e661,FALSE,FALSE
michael matusko,need better reload speed upgrade,08-06-2024 02:44,3,cb7d150c-612f-4e46-9056-6f18aba1b3dc,FALSE,TRUE
Jose R Mojica,One of them game that make u believe ur going to play a good game the is something else!,21-05-2024 05:12,1,8f53d7ac-e5b3-48ca-8e22-e387b9e0d295,FALSE,FALSE
Patrick Hutchins,Played a lot of mobile games this one is ok,05-07-2024 01:53,5,bbbacb31-6b7e-42cb-82fc-0312e3a4c9dd,FALSE,FALSE
Ninji Upson,timer could be quicker for matches,12-07-2024 02:46,3,f1164db3-2dbd-4df4-abf5-05362045f2ee,FALSE,FALSE
Machinedude2,Like the game but does get grindy after a bit,13-06-2024 22:36,4,bd4dcdec-3cfc-42de-8ac1-509f187e0447,FALSE,FALSE
jared (Trademark2),too much money items,10-06-2024 07:23,4,f01088f8-31fe-4150-8121-481f8bb6f470,FALSE,FALSE
Samuel Jackson,"Honestly I don't write mobile game reviews, but this one's decent, worth a shot",25-06-2024 10:16,4,0654bb76-88e7-4a39-8529-3e0921b3a4cc,FALSE,FALSE
Flaco,a very good game to play with friends n by urself,12-06-2024 17:25,5,a0da1f7a-c444-4f48-a307-149a99249333,FALSE,FALSE
William Murray,fun game to play to pass some time,18-05-2024 13:03,5,794a30c4-710a-4bd9-b24b-09f9715da9ee,FALSE,FALSE
Geoff Whiting,entertaining at first. we'll see how it progresses,22-05-2024 14:57,3,ccde4f9e-7372-4262-a5e5-b49dfb320411,FALSE,FALSE
Joshua Fenech,Definitely needs a lot of work,06-06-2024 03:28,2,16a6cc5d-c8dc-442e-a88c-4fd0333b35c9,FALSE,FALSE
R,"seems ok so far, very early stages for me.",10-06-2024 21:30,3,6f947626-81eb-43f7-9ad0-80df9b60ad8b,FALSE,FALSE
Chung,looking for a good game to kill time this for you,19-05-2024 17:11,5,785dbd7b-7f93-4acb-85cf-5e5004275309,FALSE,FALSE
Deathrayne,"awesome game, easy to play",15-05-2024 11:48,5,2366bf1a-725e-4600-9ce4-775784818c50,FALSE,FALSE
Tribal Monsta,Good game but hard to get diamond 💎,18-06-2024 11:29,4,dffd1b54-cab7-49a0-ae32-af101b2e1950,FALSE,FALSE
Savage,Direct ripoff of doodle magic: wizard vs slime. Just different skins.,25-05-2024 16:59,1,ee3e0b86-f194-42f2-8f09-dd0022a78bd9,FALSE,FALSE
Thomas Rønberg,"good game, hate the scrolling text thingy",04-06-2024 19:37,4,08ec2e54-91d4-48a2-b4c8-7fcb0783a594,FALSE,FALSE
Antawon,pretty fun you'll have to grind though,18-06-2024 06:59,5,61a42e0c-b250-4ef2-b794-8ae3a06ab9aa,FALSE,FALSE
Asmodeus,its an ok game wouldnt spend money in it,27-05-2024 01:43,3,a170bbc1-e0b3-4807-b259-79d69e53ae70,FALSE,FALSE
xx xxlolxx,very easy to play.. no Brian er,10-06-2024 04:49,5,2ef8c379-c622-4a3d-b047-b308b228dc78,FALSE,FALSE
tengku zulkarnain tengku Mohd,time consuming for energy regen,27-05-2024 23:55,2,51a0cf78-2fcf-4cf1-ba82-9fc497f16dcb,FALSE,FALSE
brendan nass,More information on what exactly things do would be beneficial,17-07-2024 12:31,4,9a72c9ae-14a9-4b3c-9a72-ed045b8d3174,FALSE,FALSE
Evil Peanut,"so far it's a good game, All hale legion ""PigglyWiggly""",04-07-2024 21:12,4,c46a464d-713f-4f1f-bfc4-a2308eb2f9aa,FALSE,FALSE
Gary Sanders,i love this game thank you all its so much fun,22-05-2024 23:28,5,0a75965f-45fa-48f9-a471-825adb26601d,FALSE,FALSE
william rawcliffe,brilliant game to pass time,14-06-2024 13:49,5,96f28aaa-0d15-4772-9f7b-2a7f34736473,FALSE,FALSE
Chooi Chee Wai,Nice and simple games,16-05-2024 12:40,5,96d299fb-824f-4a35-abc4-22eeb46c08a2,FALSE,FALSE
MUHAMMAD IBRAHIM,"give more meat to play, love this game",31-05-2024 04:22,4,8a93e3d3-3f9c-4d4b-895a-84ec6de125ce,FALSE,FALSE
Justin Davis,Really addictive and fun.,25-05-2024 20:07,5,d79a9496-7bf9-493b-b257-8326677f9905,FALSE,FALSE
The infinite eye of the cosmos,Promo code from Facebook link don't work that's false advertising,16-06-2024 08:54,1,c55f0394-8cd6-4862-a167-1a7cd2f7e2ca,FALSE,FALSE
Amrit Raj,Totally waste of time. Sheeeetttt game 💩,24-06-2024 20:03,1,3d6ac701-ac04-4b47-8804-0ec65d022dec,FALSE,FALSE
kyle crane,it's worth a play interesting gameplay,31-05-2024 01:23,5,c3110c7c-7557-4e69-bd11-dc615aab08dc,FALSE,FALSE
Misty Lauer,please make the guns available. How is one supposed to get any of them?,03-06-2024 12:44,5,18c8db57-8799-4c19-a586-0e0b73be49d8,FALSE,FALSE
Joshua Legg,I love the game after ten minutes of playing lol,09-07-2024 04:00,5,e6104d3d-7974-4145-96fe-e6b83db48b0a,FALSE,FALSE
Bryan Myers,"Fun, but takes a while to advance.",15-06-2024 16:32,4,12453139-5c55-4ddc-87ec-1ef39110e24a,FALSE,FALSE
Jeremy Smith,good game time killer and overall fun,15-05-2024 16:20,5,184c064f-9513-4d22-8a1d-17036a4a4c0b,FALSE,FALSE
Pranay Sharma (Perry),There aren't many events and no special gifts. Same thing over and over,29-05-2024 01:58,3,d3400774-19d6-4912-8dc5-c8a273ff4424,FALSE,FALSE
Levon Sleep,it's a really good time consuming game,09-05-2024 22:12,5,b1ff37b5-e254-460d-b67c-c512fc3d94fc,FALSE,FALSE
Bradley Mooneyham,pretty neat little game.,25-05-2024 04:58,5,84c292cb-f507-4ba6-a579-26f5f6db7136,FALSE,FALSE
Madyla La,love this game..lets play while relaxing,24-05-2024 16:00,5,7331cdb9-eb82-4011-8986-427bdf961a0c,FALSE,FALSE
David Harding,awesome game jus needs more weapons leveling,01-07-2024 01:11,4,7ffe2aa0-f475-486b-b36e-f823e1c52383,FALSE,FALSE
mike homolovich,fun game easy to play,08-06-2024 03:15,4,2b9a6485-b735-433b-94d6-b117d275a554,FALSE,FALSE
Chuck Boore,fun and challenging,22-05-2024 06:39,4,92874a27-ec32-4e7a-82c2-c02d9dc24e06,FALSE,FALSE
Lil Reaper,absurdly addicting an overall fun.,31-05-2024 23:13,5,b8d8acd9-ba22-48b0-8964-be50629dd6f1,FALSE,FALSE
Recklezz Rob (J.R.),this game is fire can't wait to see wat I unlock,25-05-2024 00:52,5,142b16c5-4145-4664-94e6-9ad181260590,FALSE,FALSE
Marte Pena,very good when killing time! we'll done!,19-07-2024 06:14,5,a976b3d8-175b-4f81-b3cc-b018dd599786,FALSE,FALSE
Erfan Al-Hadithy,remove the congratulations msg from the middle of the screen no one care what others gets in the freaking box,07-06-2024 03:59,3,93b3208d-144c-4152-956b-00ca1e9dc6fb,FALSE,FALSE
Joshua Hallman,it's not bad of a game it's really fun,17-05-2024 19:49,5,536f2d3b-e73c-40bf-90aa-88988c5e0501,FALSE,FALSE
manny martinez,"so far, this game is actually enjoyable",07-07-2024 08:28,5,aace42af-4f65-4235-a75c-bebb45e0df2c,FALSE,FALSE
Dickie Cee,"great one handed, hoard killing game.",11-06-2024 15:51,4,a5a1e04b-ce15-4d95-af64-8d64cc23ad35,FALSE,FALSE
Ling Fooan,Why need reload?reload take so long time... 0 star,01-06-2024 12:41,1,2b234adb-0352-4e12-91e5-40b0c455d540,FALSE,FALSE
Chris Bailey,good game to kill time with.,12-06-2024 05:40,4,1e29e343-36dd-44a6-8817-f502f1789c88,FALSE,FALSE
William Luinstra,"Careful, this game is addictive!!!",27-05-2024 23:55,5,71dbb45c-a18d-4869-a3dc-8de950f28c87,FALSE,FALSE
Richard Lawson,pretty good but a slow grind,15-07-2024 19:58,4,b441366c-4c9c-4c6b-a3fd-14629cd276af,FALSE,FALSE
Dae Mac,I put in the promo code and it doesn't exist -1 out of 10,21-05-2024 07:53,1,26c40948-8e41-4fa9-b5a5-4ce1313c5609,FALSE,FALSE
Jackson Anania,"fun game, not p2w, it's enjoyable",19-06-2024 08:31,5,e552d8c6-004f-410b-a646-73ab7a971cdc,FALSE,FALSE
scott blurton,fun game. I like the grind.,06-06-2024 00:32,4,801a7124-6254-409b-9478-47620fdf3c4c,FALSE,FALSE
Deke Branon,very similar to other games ive played and enjoyed,22-05-2024 17:43,4,0eadda63-7b0e-4349-8c93-57576c1e9d0e,FALSE,FALSE
sam ruddock,fun progress game fun grind,21-05-2024 12:48,4,f63e7ed7-d70b-49e3-85cd-bf569267d5bd,FALSE,FALSE
trevor saul,the game is great starting off,19-05-2024 00:06,5,27219afa-7b63-44e4-a679-2599636f46cf,FALSE,FALSE
Andrew Mills,really love how they gift you as a beginner,28-05-2024 12:45,5,86aa6a93-0aac-430c-a14c-dc023ca85c05,FALSE,FALSE
W Anderson,"Still learning, so I may upgrade later.",21-06-2024 06:50,4,f9904618-aec2-4282-9751-fc5907152949,FALSE,TRUE
RuffiooTh3N3rd ICanCrow,it's been fun to play love it,23-05-2024 04:32,5,146e9d60-0469-4d7b-bad3-14c623fcbd47,FALSE,FALSE
David Davies,great game with some nice abilities,27-05-2024 09:32,5,6d25b811-a6d2-49a4-8797-aea272ada1be,FALSE,FALSE
Seth Howards,It's basically a reskin on doodle mage.,21-06-2024 15:26,3,2221b944-b59f-4cfe-9755-84d3c919d4c8,FALSE,FALSE
Jake Masle,good game no ad breaks,03-06-2024 17:03,4,9b4fa8c9-dc2d-4212-b1b9-75e1ec519b71,FALSE,FALSE
Cody Hagler,best no ad game for a while,10-06-2024 05:17,5,74692e67-3298-44a1-855f-e763f145c75e,FALSE,FALSE
Rasmus Øvlesen,Buggy and pretty generic.,27-05-2024 16:33,2,284b7bdb-3c78-440f-89a2-6f21525988a4,TRUE,FALSE
Shaine Glidewell,need to upgrade faster,27-05-2024 07:12,3,ea0699c8-25a9-4e90-b844-c11b52a48805,FALSE,TRUE
Brandon Kupfer,It's a pretty cool relaxing game,27-05-2024 20:48,5,41a8af72-9dd2-4695-ae33-fb0f35c6ab43,FALSE,FALSE
Sgt Jinora,really good addictive game you've been warned,04-06-2024 06:23,5,e76e9620-53d5-467c-bb2d-6d26d82f07ec,FALSE,FALSE
Christian Winterholler,fun way to pass some time,25-06-2024 00:33,5,d42d9ec7-331e-4448-b033-b4fe4974593e,FALSE,FALSE
Rodney Richard E. Labunda,Good game to fill empty time,26-07-2024 14:03,4,7589bfe7-2039-4e75-8aba-44e4c85df3f0,FALSE,FALSE
Matthew Croft (Homerjfries),its ok needs more original weapons,24-05-2024 19:42,3,e35b9893-1cb8-4d10-b173-f00866524bc5,FALSE,FALSE
Don,fun game but not alone of players,13-06-2024 14:27,3,18f9a284-bb10-40db-b267-dde3292119b4,FALSE,FALSE
Robert Adams (Zinties Revenge),it's a fun little time waster,04-06-2024 14:10,5,7325d093-6a19-4861-8aa8-1bfba4594e8c,FALSE,FALSE
Jermie Spurling,been playing with no interruptions,26-06-2024 01:19,4,c4a2880b-d134-4cf4-8616-c753ffb26af0,FALSE,FALSE
Andrew Herritt,"it's pretty mid, not horrid though",19-06-2024 22:15,2,b4196b3e-e365-4e91-a0ee-92a0ce57d5a8,FALSE,FALSE
Vincent Hoh,Why is your game is different fr9m your ads?,19-07-2024 22:55,1,917f3e62-15d2-43ce-884c-014b3f3129ee,FALSE,FALSE
Dor Kafri,too much microtransactions,03-07-2024 14:09,2,8affb56a-29a8-4457-bbc4-3df19d16603b,FALSE,FALSE
Nico Engelbrecht,Good game. Good for casual players,19-07-2024 10:50,5,12314e83-e4ad-4a7b-87e2-d6b295e97135,FALSE,FALSE
Christopher Goudkamp,starts off good but eventually slows right down,18-06-2024 06:47,3,c07c5b7b-49d2-4155-acb8-89af0b7a0712,FALSE,FALSE
Demon Wolf,it's a fun game and it is as advertised.,31-05-2024 05:20,5,1bc82b00-7a12-46dc-a34a-d170d262052f,FALSE,FALSE
Rudi vd merwe,"good game , keeps you busy",12-07-2024 17:44,3,c79cf114-e358-4cd5-a6e4-dd02ecb35da2,FALSE,FALSE
Aimbot Kappa,Very goos game with a lot of gift codes,22-05-2024 22:39,5,64758a69-3c15-4951-8564-11d83e073883,FALSE,FALSE
Ed Marschall,"Fake ads, don't bother.",07-06-2024 05:53,1,adab8dd6-45ec-4878-9988-37779f0998cd,FALSE,FALSE
Abdul azeez,nice graphics and cool,17-06-2024 06:23,5,0ef0bd78-19bb-4d6a-b79a-1408ad400bfa,FALSE,FALSE
Mind Acai,Lite n easy. Game yg tak pening kepala. Releks² je main.,15-06-2024 09:20,5,1cd6b2a7-84b6-457c-915e-08ae28d92270,FALSE,FALSE
Gabriel Davis,it's a very good game to have playing in the background,23-05-2024 19:53,5,355da81c-e4f3-4ed9-96f9-40267df59e94,FALSE,FALSE
Junglemuffin,"So far, I'm enjoying the game. there's nothing much to complain about.",22-05-2024 00:03,4,3a58e5b4-412e-48b0-a689-80ae708513c6,FALSE,FALSE
Shadan Aryan,the best game ever even get free skin,23-06-2024 08:34,5,71942f36-2418-472a-bfd8-6fd4ef69339a,FALSE,FALSE
Jerome Hampton,just need the chat banner relocated. blocks info,01-06-2024 16:11,4,68343f68-3cd9-4457-b301-fca4b7758f4d,FALSE,FALSE
Paul Baker (Dreddnaught),A really great game to play well worth playing,13-06-2024 07:10,5,e8d59f4e-2b05-4012-989e-3948730b6df7,FALSE,FALSE
PantherNat Robinson,nice game ... patience is a virtue...,30-05-2024 21:23,5,bf8c5c11-a5fe-499e-a314-b504560ae08d,FALSE,FALSE
Morgan Mccalvey,so far so good haven't hit a pay wall yet 5 days in,29-05-2024 17:43,5,579359a7-3549-4436-8b36-ab48ac4bbef0,FALSE,FALSE
jakoub tanner,this game was made by a mushroom who enjoys himself.... he must be a fungi... 😂,18-06-2024 01:40,5,12f5ea61-9ed2-4be9-b9ad-f6199642e93e,FALSE,FALSE
Chris Shaver,meh it's pretty decent for passing time,13-07-2024 02:34,5,085eb4ac-cb4d-4ab1-8c43-42b90158ace0,FALSE,FALSE
Cory McInnis,its ok but a little quick to get to the ptw,13-06-2024 19:15,4,1a1ca079-b081-43a5-ad3b-ad93d58e35de,FALSE,FALSE
vanessa twocy,fun game to waste time with,01-06-2024 23:18,4,48465cb8-0356-42c9-9c8d-8b5c63ef013c,FALSE,FALSE
Honor ChooKL,Easy game spend the time,02-06-2024 02:24,4,7f569a59-9725-4500-a4a4-c889ed7afd60,FALSE,FALSE
Steven Ki,need more free gems and free ten pulls for starter,14-06-2024 09:26,4,953007a5-e4e9-44d7-b501-6b54c3cc93c5,FALSE,FALSE
Hiyo,Nice Game..Its Fun For me To Play and Its such A Relaxing Game..,15-06-2024 14:18,5,7bff2bd5-6511-423f-ad2b-8c30700d7448,FALSE,FALSE
George Everett,cool game. like the concept.,27-05-2024 16:00,5,7250feda-f8a7-42ec-905f-d4ea804aa52a,FALSE,FALSE
Kyle Wagner,good game. been on it for about a week now,30-05-2024 06:33,4,24a51d65-7942-44a2-b263-e5b47c5101ab,FALSE,FALSE
阿财,"Cheating players for Advertising, no kamen rider in the game",16-08-2024 05:07,1,1eaffcf7-ff27-4905-8e66-27fd330f18b7,FALSE,FALSE
Malop Tarang,ty make this game..cant miss play evnt one day plying thiss..awsome game,20-06-2024 07:48,5,b477e5a0-8d2d-4596-8782-beb09b725447,FALSE,FALSE
Matthew Bell,a good concept and game,19-06-2024 21:06,4,ae63655d-5b07-4ff2-b7dd-72290cde54df,FALSE,FALSE
Ariff Hussin,ok but hard to get special reward,01-06-2024 06:46,5,d59fb158-2ce4-4606-80dc-65e1e8507e0e,FALSE,FALSE
Marsh,the news feed at the top is mad annoying,02-06-2024 21:37,4,3b3886db-e1cf-4997-b552-8d52d73578e6,FALSE,FALSE
A Google user,fun easy to play,21-05-2024 01:18,5,120c8a6c-2753-4746-b0e1-ae55911147f5,FALSE,FALSE
Hamdinie Hamdilah,awesome game to try n kill time..,22-05-2024 08:56,5,b22657a2-59e1-4fdd-8e58-e7196cf85124,FALSE,FALSE
Randy Williams,"Fun game, I play it all the time.",03-06-2024 02:34,4,867a6a48-50ca-4621-8c7d-a91d490e7ba2,FALSE,FALSE
Sean Ramsey,I am still too new to offer and good or bad review.,11-07-2024 00:34,3,95ef3d99-29c2-49f7-8177-748344a12c2f,FALSE,FALSE
Rashaad Williamson,This is a very good game. Very well put together.,30-05-2024 03:42,5,0f64b28f-3709-4db4-a1a8-2f5b0c944f07,FALSE,FALSE
abdul muiz,Awesome game! cant stop playing this game,27-05-2024 16:58,5,ce044f33-d66d-4f55-abba-4b56dcf120e0,FALSE,FALSE
Sepehr Rajabi,not bad! but it can be really better,15-07-2024 17:39,4,68e0185e-20a6-44cc-988e-76ebeca07cfb,FALSE,FALSE
Антон Ким,One day of playing. I like it so far,04-06-2024 03:27,5,64900de1-5ef7-4856-943f-4bcb72ab206a,FALSE,FALSE
thomas Hymes,fun game just started but will comment later,12-06-2024 17:30,5,d49fa363-2a5d-4bc5-99c6-ec73fa94deaf,FALSE,FALSE
Jim Bullock,Love this game! It's so addictive!,06-06-2024 09:50,5,f7f29ce8-d00a-432e-8be4-c3dc1e2927a4,FALSE,FALSE
crisper centes,why your advertising anime characters then there's no in the game,19-05-2024 16:20,5,9623cdf9-86d6-4a1d-b7fa-55ba42e88533,FALSE,FALSE
Nazmy Yusoff,"awesome , would like more like this",30-05-2024 12:55,5,97786557-546c-43d3-b908-169fdb56b699,FALSE,FALSE
Joseph echevarria,it's a good game definitely have to try it out,05-06-2024 11:13,5,154d488e-234a-4c18-8c02-395fb475c39c,FALSE,FALSE
K,Wrong ads on Instagram,29-06-2024 07:55,1,57e0610b-dba3-465d-844a-cc3c5b8cba29,FALSE,FALSE
Manny Guerrero,"Great game, much better than others like this",17-05-2024 07:39,4,8b0e89cd-ea17-4764-941e-65fbc18d4728,FALSE,FALSE
Kyle Knee,Great game can't stop playing!,06-07-2024 22:16,5,9ee78f24-1645-441d-b316-ce90a5b5d9f5,FALSE,FALSE
Mohd fazli Mohd nordin,Worst tower defense game i ha ve. Ever played,22-06-2024 08:42,1,adbb8b0e-13ce-48d4-9547-ff02e0c69982,FALSE,FALSE
Leryue,Had a bug where the my wall keep minusing 600 hp,23-07-2024 18:52,1,2326abbf-8c71-4217-aab5-b93c3819b2fc,TRUE,FALSE
vishal agrawal,please easy to upgrade gun,20-07-2024 23:05,3,2567a8a6-9e97-447a-9cc2-b799b658767b,FALSE,TRUE
jonathan abril,very fun simple game,08-06-2024 00:58,5,b167841a-0353-4520-9910-d060c0d25942,FALSE,FALSE
bailey tripp,fun game to pass the time I enjoy it ok,20-05-2024 05:35,5,6a61f79c-70cd-419b-896c-f6c6d5a294d8,FALSE,FALSE
ryan showalter,definitely a very enjoyable game,17-05-2024 18:57,4,06430b24-e1a6-44b4-8d16-b28e063685f2,FALSE,FALSE
Jonathan Baxter,great way to spend free time,24-05-2024 11:14,4,050d6fba-fd72-465f-ad55-5247416f50d0,FALSE,FALSE
David Adino Wong,pretty fun at the start,08-06-2024 11:34,5,6d1bbd6a-754d-4bd0-ba20-cad0f7a6fb1c,FALSE,FALSE
Ryan's Reynolds practice world,very fun so 5 stars from this chap,26-06-2024 12:37,5,00ad1b37-1192-49f3-a2cd-a339f9b2e4f5,FALSE,FALSE
Robert Desjarlais,pretty fun and addicting,18-05-2024 17:40,5,8fad17d6-aa10-4363-8b12-492028830707,FALSE,FALSE
Brad Everson,great game for passing the time,05-06-2024 23:58,5,5b036207-df75-4fea-954d-7f16aae684d8,FALSE,FALSE
Martin Jimenez,nice game easy to learn,27-05-2024 22:37,5,d958764b-2dc7-44e7-86fa-bdedea538396,FALSE,FALSE
ROYLT BESCHEIDEN BLAKE,awesome hands almost free fun,16-06-2024 15:20,5,4754bf01-3f5f-437f-bc9a-716dc0257949,FALSE,FALSE
tony smithlin,fun but difficult,07-06-2024 11:20,4,ab320f13-df37-449b-b903-588ab078869f,FALSE,FALSE
Mpro,this game if keep updating can be a feature game,19-07-2024 12:06,5,e94ab9c5-2e86-4acf-b246-376b5b0f4f2e,FALSE,TRUE
ruttiran Kumara reddy,nice game and very challenging,10-06-2024 13:22,5,d10f1e57-c1bc-46e5-ac0e-8b9603c8d5d5,FALSE,FALSE
Archibald Leung,Not enough stamina given in the beginning,07-06-2024 17:28,2,ba52d7ad-02f1-4548-a732-24842367b5cc,FALSE,FALSE
Chris F,Great game! engaging and fun!,03-06-2024 15:05,5,96a2d6e7-59b8-4c7a-9891-9ceb0a92f4b4,FALSE,FALSE
Robert J,just downloaded it and I love it,14-05-2024 20:42,5,af52e4f9-86be-45b3-83aa-d6f9b80e6bfb,FALSE,FALSE
Gareth Grady,"love it, keep up the good work 👍🏼",01-06-2024 01:35,5,52621ae9-271c-478b-a3ab-46569c8322a9,FALSE,FALSE
Chris Eng,really enjoy the co op mode,26-05-2024 00:52,5,f366db4b-13bf-4537-9db6-0029638f21c8,FALSE,FALSE
Elliot Pugh,Good fun to pass some time,08-06-2024 17:22,4,f2e61630-0a56-4266-92cc-163888d6d2a5,FALSE,FALSE
Dustin Johnson,Ad did not match the game,01-06-2024 21:58,1,84383548-5265-4a2c-9a4d-71bd2819e074,FALSE,FALSE
Robert McCorkle Jr,ridiculous how the very next stage is hard,02-07-2024 00:00,2,c5408122-01a2-4657-a88f-cce123bd69e7,FALSE,FALSE
Jay Hall,Easy game to kill time,24-05-2024 11:10,3,7cc8e83f-ce87-4e21-8051-512b158eea32,FALSE,FALSE
Curtis Sisco,interesting take of a defense game.,13-05-2024 06:43,4,f5ee15b6-3a2f-4121-b194-24a5da51c2cc,FALSE,FALSE
Michael Claunts,armor chest wild be good as well,23-05-2024 23:00,4,dea8272f-84e6-45b0-a334-50c42515fd93,FALSE,FALSE
Mechanic Link,Kind of wish we had faster 2x 3x,19-06-2024 04:34,5,4e2b1349-2f36-4dcb-b423-391257a6ee8b,FALSE,TRUE
Lenny the burger,Gacha game but its actually not that bad,01-06-2024 19:08,5,8e81e2de-12d6-40f0-97a8-276b61e1a020,FALSE,FALSE
FoxBudy1,I really had hope in this game till i saw that fake ad,23-05-2024 07:17,1,f326d085-3e8e-432d-8fa8-0f6b03d208b1,FALSE,FALSE
Lester Mascoll,I got lured in but straw hat luffy and haven't seen him yet,28-05-2024 20:11,2,a2f26037-e0ef-4a5a-b2fa-3bc7cd7e9280,FALSE,FALSE
Huzaifah Ajwad,Great game easy to play,24-05-2024 22:38,5,4d04797b-bf95-4fdb-8d66-28391dd76f19,FALSE,FALSE
Michael Booker,not a bad game passes the time,20-05-2024 03:02,4,ea9aaa5a-a871-4028-a3c0-20f74272cc93,FALSE,FALSE
noah jakeman,pretty fun when bored,13-05-2024 12:06,5,b3d4b5fd-2468-4514-a56e-27da92407b1f,FALSE,FALSE
maughan ra,a pretty good time killer. self explanatory.,26-05-2024 21:19,5,8373de7b-5d44-4129-aac6-d5c144e1b3b3,FALSE,FALSE
Christopher Newingham,need more skills and characters,17-05-2024 20:46,5,099f0ac1-ea06-419a-8e1a-afb78467ab31,FALSE,FALSE
akira avalon,a very chill game for a rainy day.,04-07-2024 06:53,4,5ca67192-b292-4c19-80e7-505899f3b907,FALSE,FALSE
Terrel Parnell,nice game great graphics,23-05-2024 04:44,5,17959081-0e73-40bb-ae8f-8d93c9508c61,FALSE,FALSE
Antony Mcgeachy,I love this game so much it's fun to play on.,10-05-2024 19:53,5,5a5fbae8-e6bd-432c-a419-c085416077bd,FALSE,FALSE
paul ruhl,"this is a fun game, recommend highly",03-06-2024 21:30,4,feca42ae-420a-460c-82e6-5f2ec94782f7,FALSE,FALSE
Harbin,relaxing game u can win also without paying,10-05-2024 09:24,5,16d739cb-d62c-40f4-be85-ab872ec9bcfe,FALSE,FALSE
christopher ocampo,"this is a fun game, love it",03-07-2024 23:18,5,56ea508b-80d0-4f6e-9dec-498808f94b9a,FALSE,FALSE
Nicholas Hentsch,Love this game! 100% addictive!,08-07-2024 08:47,5,394affea-e666-48e9-8b26-1c3799ce4c76,FALSE,FALSE
Kiba7474,fun easy to play,24-06-2024 01:47,4,a7d1b4df-9551-44f9-b7af-ff7ca1f513c4,FALSE,FALSE
Jacob Correa,Fun and a good time sink.,27-05-2024 18:03,3,96b76316-6d97-4e12-a495-795df29a8f5d,FALSE,FALSE
James Spooner,really fun 2 play loving it,23-06-2024 12:32,5,9d421beb-5a12-4648-a1cf-f130ff3a48f1,FALSE,FALSE
Kurtulus Altas,I like this game good for lost time,15-07-2024 00:32,5,58654bd4-25b4-450f-aabd-6ef4c9521a47,FALSE,FALSE
C K N (QiXinZi),Good gamestyle. fun to play.,26-05-2024 17:44,5,bc78d380-6108-422a-8e3a-f19eaf0e3cb9,FALSE,FALSE
Chokey Bacon,fun game to pass time,06-07-2024 09:17,5,de7b9b18-f94f-4349-a6bf-99ff94c18e40,FALSE,FALSE
Mr Hyde,don't mind a grind but it's a bit much,05-07-2024 01:05,4,c7619a08-d398-455a-a964-30484703ec65,FALSE,FALSE
Hector Daniel Aleman Arteaga,"this is a very good game¡ perfect to me ,",28-05-2024 08:23,5,92e0ff5c-f2e6-40dd-9429-05663369d862,FALSE,FALSE
Alattas688,more gems definitely needed,24-07-2024 03:51,1,2ef7eae8-becb-4720-875f-63df5d3da3d7,FALSE,FALSE
Paul,2 days in and really enjoying so far.,19-05-2024 03:37,5,d8abc5c4-be84-4143-8bab-9786662c5e34,FALSE,FALSE
Don Stubbs,"Good fun, mindless game. I recommend",27-05-2024 18:29,5,33f6550d-b075-49d5-bfd4-8ac9cbb4a8a2,FALSE,FALSE
Paul Clark,don't like energy stopping me from playing,23-05-2024 14:36,3,38d3fbf2-d3bc-4f34-b086-392ce218cc90,FALSE,FALSE
Joe Bould,ace game with little adverts,18-07-2024 20:25,5,8702830c-238e-46ab-85ea-7b8008cc4e18,FALSE,FALSE
viking Wearyer,would be cool if you could fuse gear to.,24-05-2024 14:36,4,7b356053-4b9b-44a6-80b4-7e8ec9659cc4,FALSE,FALSE
Red Payne,way better than doodle magic!!! these devs know what's up,25-05-2024 20:03,5,184b61b2-183a-4a45-b513-26363dda94c8,FALSE,FALSE
